size,n_neurons,n_patterns,stored_labels,noise_level,noise_percent,repetitions,correct,total_trials,accuracy,mean_noisy_similarity,mean_recovered_similarity,std_recovered_similarity
15,225,22,ABCDEFGHIJKLMNOPQRSTUV,0.1,10,10,0,220,0.0,0.9022222222222225,0.8866666666666668,0.05513375227327302
15,225,22,ABCDEFGHIJKLMNOPQRSTUV,0.15,15,10,0,220,0.0,0.848888888888889,0.8866666666666668,0.05513375227327302
15,225,23,ABCDEFGHIJKLMNOPQRSTUVW,0.05,5,10,0,230,0.0,0.9511111111111111,0.8809661835748793,0.05821398358554524
15,225,23,ABCDEFGHIJKLMNOPQRSTUVW,0.1,10,10,0,230,0.0,0.9022222222222224,0.8809661835748793,0.05821398358554524
15,225,23,ABCDEFGHIJKLMNOPQRSTUVW,0.15,15,10,0,230,0.0,0.848888888888889,0.8809661835748793,0.05821398358554524
15,225,24,ABCDEFGHIJKLMNOPQRSTUVWX,0.05,5,10,0,240,0.0,0.9511111111111109,0.8801851851851852,0.0538016348469868
15,225,24,ABCDEFGHIJKLMNOPQRSTUVWX,0.1,10,10,0,240,0.0,0.9022222222222225,0.8801851851851852,0.0538016348469868
15,225,24,ABCDEFGHIJKLMNOPQRSTUVWX,0.15,15,10,0,240,0.0,0.8488888888888888,0.8801851851851852,0.0538016348469868
15,225,25,ABCDEFGHIJKLMNOPQRSTUVWXY,0.05,5,10,0,250,0.0,0.9511111111111111,0.8785777777777778,0.05316595959125781
15,225,25,ABCDEFGHIJKLMNOPQRSTUVWXY,0.1,10,10,0,250,0.0,0.9022222222222223,0.8785777777777778,0.05316595959125781
15,225,25,ABCDEFGHIJKLMNOPQRSTUVWXY,0.15,15,10,0,250,0.0,0.8488888888888889,0.8785777777777778,0.05316595959125781
15,225,26,ABCDEFGHIJKLMNOPQRSTUVWXYZ,0.05,5,10,0,260,0.0,0.9511111111111111,0.8794871794871795,0.052331428612543175
15,225,26,ABCDEFGHIJKLMNOPQRSTUVWXYZ,0.1,10,10,0,260,0.0,0.9022222222222223,0.8794871794871795,0.052331428612543175
15,225,26,ABCDEFGHIJKLMNOPQRSTUVWXYZ,0.15,15,10,0,260,0.0,0.8488888888888889,0.8794871794871795,0.052331428612543175
